data_name,data_link,data_source,data_source_link,data_description,dataset_date_sourced,data_file
"Africa Climate Data
Updated August 7, 2024 | Created August 7, 2024
OpenUp",https://open.africa/dataset/africa-climate-data,OpenUp,https://open.africa/organization/openup?sort=metadata_modified+desc,This dataset has no description,"Updated August 7, 2024 | Created August 7, 2024",https://open.africa/dataset/africa-climate-data
"Covid-19 Data in Nigeria
Updated September 29, 2021 | Created September 1, 2021
National Primary Health Care Development Agency",https://open.africa/dataset/covid-19-data,National Primary Health Care Development Agency,https://open.africa/organization/national-primary-health-care-development-agency?sort=metadata_modified+desc,Various datasets for Covid-19 data in Nigeria,"Updated September 29, 2021 | Created September 1, 2021",https://open.africa/dataset/covid-19-data
"Nigeria Employment Statistics
Updated September 29, 2021 | Created September 29, 2021
Nigeria National Bureau of Statistics",https://open.africa/dataset/nigeria-employment-statistics,Nigeria National Bureau of Statistics,https://open.africa/organization/nigeria-nbs?sort=metadata_modified+desc,Economic indicators,"Updated September 29, 2021 | Created September 29, 2021",https://open.africa/dataset/nigeria-employment-statistics
"GHG Emissions
Updated September 28, 2021 | Created September 28, 2021
Global Forest Watch",https://open.africa/dataset/ghg-emissions,Global Forest Watch,https://open.africa/organization/global-forest-watch?sort=metadata_modified+desc,2020 GHG Emissions for 30% tree cover density,"Updated September 28, 2021 | Created September 28, 2021",https://open.africa/dataset/ghg-emissions
"Annual Natural Hazard Occurence
Updated September 28, 2021 | Created September 28, 2021
World Bank",https://open.africa/dataset/annual-natural-hazard-occurence,World Bank,https://open.africa/organization/world-bank?sort=metadata_modified+desc,"Floods, epidemic, earthquakes, drought, insect infestation, landslide and wildfires. Data from World Bank Climate Change Knowledge Portal, 2018","Updated September 28, 2021 | Created September 28, 2021",https://open.africa/dataset/annual-natural-hazard-occurence
"Nigeria Total population Vs Vaccinated
Updated September 24, 2021 | Created September 24, 2021
Nigeria National Bureau of Statistics",https://open.africa/dataset/nigeria-total-population-vs-vaccinated,Nigeria National Bureau of Statistics,https://open.africa/organization/nigeria-nbs?sort=metadata_modified+desc,The number of people who received vaccination against the total population.,"Updated September 24, 2021 | Created September 24, 2021",https://open.africa/dataset/nigeria-total-population-vs-vaccinated
"Covid-19 Vaccination rate
Updated September 24, 2021 | Created September 24, 2021
World Health Organisation",https://open.africa/dataset/covid-19-vaccination-rate,World Health Organisation,https://open.africa/organization/world-health-organisation?sort=metadata_modified+desc,"The number of Vaccines received and being administered in different countries. Data from WHO - Africa COVID-19 Dashboard, 2021","Updated September 24, 2021 | Created September 24, 2021",https://open.africa/dataset/covid-19-vaccination-rate
"Estimates of Provincial Expenditure of South Africa 2021-22
Updated September 15, 2021 | Created September 15, 2021
Vulekamali",https://open.africa/dataset/estimates-of-provincial-expenditure-of-south-africa-2021-22,Vulekamali,https://open.africa/organization/vulekamali?sort=metadata_modified+desc,This dataset has no description,"Updated September 15, 2021 | Created September 15, 2021",https://open.africa/dataset/estimates-of-provincial-expenditure-of-south-africa-2021-22
"County statistical abstract
Updated September 14, 2021 | Created September 14, 2021
Kenya National Bureau of Statistics",https://open.africa/dataset/county-statistical-abstract,Kenya National Bureau of Statistics,https://open.africa/organization/knbs?sort=metadata_modified+desc,Various data about counties in Kenya,"Updated September 14, 2021 | Created September 14, 2021",https://open.africa/dataset/county-statistical-abstract
"Estimates of Provincial Expenditure of South Africa 2020-21
Updated September 8, 2021 | Created September 8, 2021
Vulekamali",https://open.africa/dataset/estimates-of-provincial-expenditure-of-south-africa-2020-21,Vulekamali,https://open.africa/organization/vulekamali?sort=metadata_modified+desc,This dataset has no description,"Updated September 8, 2021 | Created September 8, 2021",https://open.africa/dataset/estimates-of-provincial-expenditure-of-south-africa-2020-21
"Covid-19 in Cameroon
Updated September 1, 2021 | Created August 30, 2021
Ministère de la Santé Publique - Cameroun",https://open.africa/dataset/covid-19-in-cameroon,Ministère de la Santé Publique - Cameroun,https://open.africa/organization/ministere-de-la-sante-publique-cameroun?sort=metadata_modified+desc,"Contains datasets on the Covid-19 situation in Cameroon i.e positive cases, recoveries, deaths and immunisation coverage.","Updated September 1, 2021 | Created August 30, 2021",https://open.africa/dataset/covid-19-in-cameroon
"Rwanda's lakes and their fish
Updated September 1, 2021 | Created August 10, 2021
Code for Africa",https://open.africa/dataset/rwanda-s-lakes-and-their-fish,Code for Africa,https://open.africa/organization/code-for-africa?sort=metadata_modified+desc,The major species available in the major lakes.,"Updated September 1, 2021 | Created August 10, 2021",https://open.africa/dataset/rwanda-s-lakes-and-their-fish
"Northwest Covid-19 Incident Unit, 2021
Updated September 1, 2021 | Created September 1, 2021
Ministère de la Santé Publique - Cameroun",https://open.africa/dataset/northwest-covid-19-incident-unit-2021,Ministère de la Santé Publique - Cameroun,https://open.africa/organization/ministere-de-la-sante-publique-cameroun?sort=metadata_modified+desc,Covid-19 regularly updated data.,"Updated September 1, 2021 | Created September 1, 2021",https://open.africa/dataset/northwest-covid-19-incident-unit-2021
"Covid-19 Dataset
Updated September 1, 2021 | Created September 1, 2021
World Health Organisation",https://open.africa/dataset/covid-19-dataset,World Health Organisation,https://open.africa/organization/world-health-organisation?sort=metadata_modified+desc,Various datasets regarding Covid-19.,"Updated September 1, 2021 | Created September 1, 2021",https://open.africa/dataset/covid-19-dataset
"Participatory epidemiology and gender analysis to address small ruminant dise...
Updated August 18, 2021 | Created August 20, 2019
ILRI",https://open.africa/dataset/participatoryepidemiologygender,ILRI,https://open.africa/organization/ilri?sort=metadata_modified+desc,"The participatory epidemiology and gender survey was conducted to better understand what the main livestock disease constraints are, how they affect different household, and how...","Updated August 18, 2021 | Created August 20, 2019",https://open.africa/dataset/participatoryepidemiologygender
"National in-year spending 2021-22 Quarter 1
Updated August 18, 2021 | Created August 18, 2021
Vulekamali",https://open.africa/dataset/national-in-year-spending-2021-22-quarter-1,Vulekamali,https://open.africa/organization/vulekamali?sort=metadata_modified+desc,This dataset has no description,"Updated August 18, 2021 | Created August 18, 2021",https://open.africa/dataset/national-in-year-spending-2021-22-quarter-1
"Compliance Of Public Institutions In Lagos State to The Provisions of The Lag...
Updated August 13, 2021 | Created August 13, 2021
Centre for Citizens with Disabilities",https://open.africa/dataset/compliance-of-public-institutions-in-lagos-to-the-provisions-of-the-lagos-special-persons-law,Centre for Citizens with Disabilities,https://open.africa/organization/centre-for-citizens-with-disabilities?sort=metadata_modified+desc,The report investigates the compliance of public institutions to the Lagos State Special People's Law. The report also explores the social context in which PWDs are currently...,"Updated August 13, 2021 | Created August 13, 2021",https://open.africa/dataset/compliance-of-public-institutions-in-lagos-to-the-provisions-of-the-lagos-special-persons-law
"Research Report On Access to Public Infrastructures By Persons with Disabilit...
Updated August 13, 2021 | Created August 13, 2021
Centre for Citizens with Disabilities",https://open.africa/dataset/research-report-on-access-to-public-infrastructures-by-persons-with-disabilities-in-nigeria,Centre for Citizens with Disabilities,https://open.africa/organization/centre-for-citizens-with-disabilities?sort=metadata_modified+desc,The dataset shows the provision of PWD-friendly facilities in the surveyed federal ministries and MDAs in Lagos. The surveyed data provided that Lagos with 61 (50.83%)...,"Updated August 13, 2021 | Created August 13, 2021",https://open.africa/dataset/research-report-on-access-to-public-infrastructures-by-persons-with-disabilities-in-nigeria
"ITM4Impact Farmer Survey
Updated August 11, 2021 | Created January 27, 2021
ILRI",https://open.africa/dataset/itm4impact-farmer-survey,ILRI,https://open.africa/organization/ilri?sort=metadata_modified+desc,Farm-level cross-sectional survey of livestock keepers categorised by ITM adoption status,"Updated August 11, 2021 | Created January 27, 2021",https://open.africa/dataset/itm4impact-farmer-survey
"Vulekamali Newsletter - June 2021
Updated July 14, 2021 | Created July 14, 2021
Vulekamali",https://open.africa/dataset/vulekamali-newsletter-june-2021,Vulekamali,https://open.africa/organization/vulekamali?sort=metadata_modified+desc,This dataset has no description,"Updated July 14, 2021 | Created July 14, 2021",https://open.africa/dataset/vulekamali-newsletter-june-2021
"Nigerian Zonal Hamlet Areas
Updated July 13, 2021 | Created July 13, 2021
eHealth Africa",https://open.africa/dataset/nigerian-zonal-hamlet-areas,eHealth Africa,https://open.africa/organization/ehealth-africa?sort=metadata_modified+desc,"Populated place − place or area with clustered or scattered buildings and a permanent human population (city, settlement, town, village) and by definition has no legal boundaries","Updated July 13, 2021 | Created July 13, 2021",https://open.africa/dataset/nigerian-zonal-hamlet-areas
"Nigerian Private Schools
Updated June 29, 2021 | Created June 29, 2021
eHealth Africa",https://open.africa/dataset/nigerian-private-schools1,eHealth Africa,https://open.africa/organization/ehealth-africa?sort=metadata_modified+desc,Designated institution to provide learning spaces and learning environments for the teaching of students,"Updated June 29, 2021 | Created June 29, 2021",https://open.africa/dataset/nigerian-private-schools1
"Nigerian Local Government Population Estimate
Updated June 29, 2021 | Created June 29, 2021
eHealth Africa",https://open.africa/dataset/nigerian-local-government-population-estimate1,eHealth Africa,https://open.africa/organization/ehealth-africa?sort=metadata_modified+desc,Numeric count of age bracket within a geographical area at the local government level,"Updated June 29, 2021 | Created June 29, 2021",https://open.africa/dataset/nigerian-local-government-population-estimate1
"Nigerian State Administrative Boundaries
Updated June 29, 2021 | Created June 29, 2021
eHealth Africa",https://open.africa/dataset/nigerian-state-administrative-boundaries1,eHealth Africa,https://open.africa/organization/ehealth-africa?sort=metadata_modified+desc,"Administrative Boundaries define the spatial extent level of legislative jurisdictions and regulatory, electoral, statistical and maritime geographic areas","Updated June 29, 2021 | Created June 29, 2021",https://open.africa/dataset/nigerian-state-administrative-boundaries1
"Nigerian Hamlet Areas
Updated June 29, 2021 | Created June 29, 2021
eHealth Africa",https://open.africa/dataset/nigerian-hamlet-areas1,eHealth Africa,https://open.africa/organization/ehealth-africa?sort=metadata_modified+desc,"Populated place − place or area with clustered or scattered buildings and a permanent human population (city, settlement, town, village) and by definition has no legal boundaries","Updated June 29, 2021 | Created June 29, 2021",https://open.africa/dataset/nigerian-hamlet-areas1
"Nigerian Farmlands
Updated June 29, 2021 | Created June 29, 2021
eHealth Africa",https://open.africa/dataset/nigerian-farmlands1,eHealth Africa,https://open.africa/organization/ehealth-africa?sort=metadata_modified+desc,"Crop production process; including handling of residues from previous crops; primary and secondary tillage of the soil; fertilizer distribution and application; seeding,...","Updated June 29, 2021 | Created June 29, 2021",https://open.africa/dataset/nigerian-farmlands1
"Nigerian Small Settlements Areas
Updated June 29, 2021 | Created June 29, 2021
eHealth Africa",https://open.africa/dataset/nigerian-small-settlements-areas1,eHealth Africa,https://open.africa/organization/ehealth-africa?sort=metadata_modified+desc,"Populated place − place or area with clustered or scattered buildings and a permanent human population (city, settlement, town, village) and by definition has no legal boundaries","Updated June 29, 2021 | Created June 29, 2021",https://open.africa/dataset/nigerian-small-settlements-areas1
"Nigerian Settlement Points
Updated June 29, 2021 | Created June 29, 2021
eHealth Africa",https://open.africa/dataset/nigerian-settlement-points1,eHealth Africa,https://open.africa/organization/ehealth-africa?sort=metadata_modified+desc,"Populated place − place or area with clustered or scattered buildings and a permanent human population (city, settlement, town, village) and by definition has no legal boundaries","Updated June 29, 2021 | Created June 29, 2021",https://open.africa/dataset/nigerian-settlement-points1
"Nigerian Public Schools
Updated June 29, 2021 | Created June 29, 2021
eHealth Africa",https://open.africa/dataset/nigerian-public-schools1,eHealth Africa,https://open.africa/organization/ehealth-africa?sort=metadata_modified+desc,Designated institution to provide learning spaces and learning environments for the teaching of students,"Updated June 29, 2021 | Created June 29, 2021",https://open.africa/dataset/nigerian-public-schools1
"Nigerian Operational Ward Boundaries
Updated June 29, 2021 | Created June 29, 2021
eHealth Africa",https://open.africa/dataset/nigerian-operational-ward-boundaries1,eHealth Africa,https://open.africa/organization/ehealth-africa?sort=metadata_modified+desc,"Administrative Boundaries define the spatial extent level of legislative jurisdictions and regulatory, electoral, statistical and maritime geographic areas","Updated June 29, 2021 | Created June 29, 2021",https://open.africa/dataset/nigerian-operational-ward-boundaries1
"Nigerian Churches
Updated June 29, 2021 | Created June 29, 2021
eHealth Africa",https://open.africa/dataset/nigerian-churches1,eHealth Africa,https://open.africa/organization/ehealth-africa?sort=metadata_modified+desc,"Building used for religious activities, particularly for rituals and worship services","Updated June 29, 2021 | Created June 29, 2021",https://open.africa/dataset/nigerian-churches1
"Nigerian IDP Sites
Updated June 29, 2021 | Created June 29, 2021
eHealth Africa",https://open.africa/dataset/nigerian-idp-sites1,eHealth Africa,https://open.africa/organization/ehealth-africa?sort=metadata_modified+desc,"Populated place − place or area with clustered or scattered buildings and a permanent human population (city, settlement, town, village) and by definition has no legal boundaries","Updated June 29, 2021 | Created June 29, 2021",https://open.africa/dataset/nigerian-idp-sites1
"Nigerian Settlement Population Estimate
Updated June 29, 2021 | Created June 29, 2021
eHealth Africa",https://open.africa/dataset/nigerian-settlement-population-estimate1,eHealth Africa,https://open.africa/organization/ehealth-africa?sort=metadata_modified+desc,Numeric count of age bracket within a geographical area at the settlement polygon level,"Updated June 29, 2021 | Created June 29, 2021",https://open.africa/dataset/nigerian-settlement-population-estimate1
"Nigerian Police Stations
Updated June 29, 2021 | Created June 29, 2021
eHealth Africa",https://open.africa/dataset/nigerian-police-stations1,eHealth Africa,https://open.africa/organization/ehealth-africa?sort=metadata_modified+desc,"Established system and institutions of governments directed at upholding social control, deterring and mitigating crime, or sanctioning those who violate laws with criminal...","Updated June 29, 2021 | Created June 29, 2021",https://open.africa/dataset/nigerian-police-stations1
"Nigerian Health Care Facilities (Primary, Secondary and Tertiary)
Updated June 29, 2021 | Created June 29, 2021
eHealth Africa",https://open.africa/dataset/nigerian-health-care-facilities-primary-secondary-and-tertiary1,eHealth Africa,https://open.africa/organization/ehealth-africa?sort=metadata_modified+desc,"Entities that provide medical and/or healthcare services and/or engage in the use generally of natural and/or artificial materials to create or dispense drugs; hospitals,...","Updated June 29, 2021 | Created June 29, 2021",https://open.africa/dataset/nigerian-health-care-facilities-primary-secondary-and-tertiary1
"Nigerian Built Up Areas
Updated June 29, 2021 | Created June 29, 2021
eHealth Africa",https://open.africa/dataset/nigerian-built-up-areas1,eHealth Africa,https://open.africa/organization/ehealth-africa?sort=metadata_modified+desc,"Populated place − place or area with clustered or scattered buildings and a permanent human population (city, settlement, town, village) and by definition has no legal boundaries","Updated June 29, 2021 | Created June 29, 2021",https://open.africa/dataset/nigerian-built-up-areas1
"Nigerian Government Buildings
Updated June 29, 2021 | Created June 29, 2021
eHealth Africa",https://open.africa/dataset/nigerian-government-buildings1,eHealth Africa,https://open.africa/organization/ehealth-africa?sort=metadata_modified+desc,Building that houses a branch of government; in which the business of a department of government administration is carried out,"Updated June 29, 2021 | Created June 29, 2021",https://open.africa/dataset/nigerian-government-buildings1
"Nigerian Primary Schools
Updated June 29, 2021 | Created June 29, 2021
eHealth Africa",https://open.africa/dataset/nigerian-primary-schools1,eHealth Africa,https://open.africa/organization/ehealth-africa?sort=metadata_modified+desc,Designated institution to provide learning spaces and learning environments for the teaching of students,"Updated June 29, 2021 | Created June 29, 2021",https://open.africa/dataset/nigerian-primary-schools1
"Nigerian Filling Stations
Updated June 29, 2021 | Created June 29, 2021
eHealth Africa",https://open.africa/dataset/nigerian-filling-stations1,eHealth Africa,https://open.africa/organization/ehealth-africa?sort=metadata_modified+desc,A facility that sells fuel and engine lubricants for motor vehicles,"Updated June 29, 2021 | Created June 29, 2021",https://open.africa/dataset/nigerian-filling-stations1
"Nigerian Tertiary Schools
Updated June 29, 2021 | Created June 29, 2021
eHealth Africa",https://open.africa/dataset/nigerian-tertiary-schools1,eHealth Africa,https://open.africa/organization/ehealth-africa?sort=metadata_modified+desc,Designated institution to provide learning spaces and learning environments for the teaching of students,"Updated June 29, 2021 | Created June 29, 2021",https://open.africa/dataset/nigerian-tertiary-schools1
"Nigerian Dump Sites
Updated June 29, 2021 | Created June 29, 2021
eHealth Africa",https://open.africa/dataset/nigerian-dump-sites1,eHealth Africa,https://open.africa/organization/ehealth-africa?sort=metadata_modified+desc,"Basic facilities, services, and installations needed for the functioning of a community or society, such as transportation and communications systems, water and power lines, and...","Updated June 29, 2021 | Created June 29, 2021",https://open.africa/dataset/nigerian-dump-sites1
"Nigerian Emergency Services
Updated June 29, 2021 | Created June 29, 2021
eHealth Africa",https://open.africa/dataset/nigerian-emergency-services1,eHealth Africa,https://open.africa/organization/ehealth-africa?sort=metadata_modified+desc,"Emergency service dedicated to providing out-of-hospital acute medical care, transport to definitive care, and other medical transport to patients","Updated June 29, 2021 | Created June 29, 2021",https://open.africa/dataset/nigerian-emergency-services1
"Nigerian Mosques
Updated June 29, 2021 | Created June 29, 2021
eHealth Africa",https://open.africa/dataset/nigerian-mosques1,eHealth Africa,https://open.africa/organization/ehealth-africa?sort=metadata_modified+desc,"Building used for religious activities, particularly for rituals and worship services","Updated June 29, 2021 | Created June 29, 2021",https://open.africa/dataset/nigerian-mosques1
"Nigerian Public Water Supplies
Updated June 29, 2021 | Created June 29, 2021
eHealth Africa",https://open.africa/dataset/nigerian-public-water-supplies1,eHealth Africa,https://open.africa/organization/ehealth-africa?sort=metadata_modified+desc,"Basic facilities, services, and installations needed for the functioning of a community or society, such as transportation and communications systems, water and power lines, and...","Updated June 29, 2021 | Created June 29, 2021",https://open.africa/dataset/nigerian-public-water-supplies1
"Nigerian Local Government Administrative Boundaries
Updated June 29, 2021 | Created June 29, 2021
eHealth Africa",https://open.africa/dataset/nigerian-local-government-administrative-boundaries1,eHealth Africa,https://open.africa/organization/ehealth-africa?sort=metadata_modified+desc,"Administrative Boundaries define the spatial extent level of legislative jurisdictions and regulatory, electoral, statistical and maritime geographic areas","Updated June 29, 2021 | Created June 29, 2021",https://open.africa/dataset/nigerian-local-government-administrative-boundaries1
"Nigerian Post Offices
Updated June 29, 2021 | Created June 29, 2021
eHealth Africa",https://open.africa/dataset/nigerian-post-offices1,eHealth Africa,https://open.africa/organization/ehealth-africa?sort=metadata_modified+desc,The public department or corporation responsible for postal services and (in some countries) telecommunications,"Updated June 29, 2021 | Created June 29, 2021",https://open.africa/dataset/nigerian-post-offices1
"Nigerian Secondary Schools
Updated June 29, 2021 | Created June 29, 2021
eHealth Africa",https://open.africa/dataset/nigerian-secondary-schools1,eHealth Africa,https://open.africa/organization/ehealth-africa?sort=metadata_modified+desc,Designated institution to provide learning spaces and learning environments for the teaching of students,"Updated June 29, 2021 | Created June 29, 2021",https://open.africa/dataset/nigerian-secondary-schools1
"Nigerian Markets
Updated June 29, 2021 | Created June 29, 2021
eHealth Africa",https://open.africa/dataset/nigerian-markets1,eHealth Africa,https://open.africa/organization/ehealth-africa?sort=metadata_modified+desc,A regular gathering of people for the purchase and sale of provisions and other commodities; an area or arena in which commercial dealings are conducted,"Updated June 29, 2021 | Created June 29, 2021",https://open.africa/dataset/nigerian-markets1
"Nigerian Ward Population Estimate
Updated June 29, 2021 | Created June 29, 2021
eHealth Africa",https://open.africa/dataset/nigerian-ward-population-estimate1,eHealth Africa,https://open.africa/organization/ehealth-africa?sort=metadata_modified+desc,Numeric count of age bracket within a geographical area at ward level,"Updated June 29, 2021 | Created June 29, 2021",https://open.africa/dataset/nigerian-ward-population-estimate1
"Nigerian Pharmacy Stores
Updated June 29, 2021 | Created June 29, 2021
eHealth Africa",https://open.africa/dataset/nigerian-pharmacy-stores1,eHealth Africa,https://open.africa/organization/ehealth-africa?sort=metadata_modified+desc,A part of a hospital where medicines are prepared or sold.,"Updated June 29, 2021 | Created June 29, 2021",https://open.africa/dataset/nigerian-pharmacy-stores1
"Nigerian Electricity Sub-stations
Updated June 29, 2021 | Created June 29, 2021
eHealth Africa",https://open.africa/dataset/nigerian-electricity-sub-stations1,eHealth Africa,https://open.africa/organization/ehealth-africa?sort=metadata_modified+desc,"A part of an electrical generation, transmission, and distribution system","Updated June 29, 2021 | Created June 29, 2021",https://open.africa/dataset/nigerian-electricity-sub-stations1
"Nigerian Prisons
Updated June 29, 2021 | Created June 29, 2021
eHealth Africa",https://open.africa/dataset/nigerian-prisons1,eHealth Africa,https://open.africa/organization/ehealth-africa?sort=metadata_modified+desc,"Established system and institutions of governments directed at upholding social control, deterring and mitigating crime, or sanctioning those who violate laws with criminal...","Updated June 29, 2021 | Created June 29, 2021",https://open.africa/dataset/nigerian-prisons1
"Nigerian Laboratories
Updated June 29, 2021 | Created June 29, 2021
eHealth Africa",https://open.africa/dataset/nigerian-laboratories1,eHealth Africa,https://open.africa/organization/ehealth-africa?sort=metadata_modified+desc,"Entities that provide medical and/or healthcare services and/or engage in the use generally of natural and/or artificial materials to create or dispense drugs; hospitals,...","Updated June 29, 2021 | Created June 29, 2021",https://open.africa/dataset/nigerian-laboratories1
"Impact of climate change on livelihoods in Lake Wamala in Mityana District
Updated June 27, 2021 | Created June 27, 2021
Journal Issues",https://open.africa/dataset/impact-of-climate-change-on-livelihoods-in-lake-wamala-in-mityana-district,Journal Issues,https://open.africa/organization/journal-issues?sort=metadata_modified+desc,23% of resondents indicated that climate change has resulted in a decline in their household income.,"Updated June 27, 2021 | Created June 27, 2021",https://open.africa/dataset/impact-of-climate-change-on-livelihoods-in-lake-wamala-in-mityana-district
"Evolution of the population of Uganda
Updated June 21, 2021 | Created June 18, 2021
World Bank",https://open.africa/dataset/evolution-of-the-population-of-uganda,World Bank,https://open.africa/organization/world-bank?sort=metadata_modified+desc,"United Nations Population Division. World Population Prospects: 2019 Revision. ( 2 ) Census reports and other statistical publications from national statistical offices, ( 3 )...","Updated June 21, 2021 | Created June 18, 2021",https://open.africa/dataset/evolution-of-the-population-of-uganda
"Annual Development Plans | Kenya | 2021/22
Updated June 16, 2021 | Created May 25, 2021
The Council of Governors, Kenya",https://open.africa/dataset/wajir-country-s-the-annual-development-plan-2018-2022,"The Council of Governors, Kenya",https://open.africa/organization/the-council-of-governors-kenya?sort=metadata_modified+desc,The annual development plan contains the strategic priorities programmes/projects that shall be implemented during the financial year 2018/2022,"Updated June 16, 2021 | Created May 25, 2021",https://open.africa/dataset/wajir-country-s-the-annual-development-plan-2018-2022
"KCPE 2020 Performance in Isiolo County
Updated June 16, 2021 | Created June 8, 2021
Kenya National Examination Council",https://open.africa/dataset/kcpe-2020-performance-in-isiolo-county,Kenya National Examination Council,https://open.africa/organization/kenya-national-examination-council?sort=metadata_modified+desc,This dataset shows how all the primary schools in Isiolo County performed in the 2020 Kenya Certificate of Primary Education exams.,"Updated June 16, 2021 | Created June 8, 2021",https://open.africa/dataset/kcpe-2020-performance-in-isiolo-county
"National in-year spending 2020-21 Quarter 4
Updated June 16, 2021 | Created June 16, 2021
Vulekamali",https://open.africa/dataset/national-in-year-spending-2020-21-quarter-4,Vulekamali,https://open.africa/organization/vulekamali?sort=metadata_modified+desc,This dataset has no description,"Updated June 16, 2021 | Created June 16, 2021",https://open.africa/dataset/national-in-year-spending-2020-21-quarter-4
"Public Private Partnership infrastructure projects 2021-22
Updated June 16, 2021 | Created June 16, 2021
Vulekamali",https://open.africa/dataset/public-private-partnership-infrastructure-projects-2021-22,Vulekamali,https://open.africa/organization/vulekamali?sort=metadata_modified+desc,This dataset has no description,"Updated June 16, 2021 | Created June 16, 2021",https://open.africa/dataset/public-private-partnership-infrastructure-projects-2021-22
"Epidemiology and Control of Peste des petits ruminants (ECO-PPR)
Updated June 9, 2021 | Created May 19, 2021
ILRI",https://open.africa/dataset/eco-ppr,ILRI,https://open.africa/organization/ilri?sort=metadata_modified+desc,"The International Livestock Research Institute (ILRI), is implementing the Epidemiology and Control of Peste des petits ruminants (ECO-PPR) research project to support ongoing...","Updated June 9, 2021 | Created May 19, 2021",https://open.africa/dataset/eco-ppr
"State of Global Air 2020
Updated June 7, 2021 | Created June 3, 2021
Health Effects Institute",https://open.africa/dataset/state-of-global-air-2020,Health Effects Institute,https://open.africa/organization/health-effects-institute?sort=metadata_modified+desc,The dataset shows the percentage of population exposed to household air pollution from burning solid fuels for cooking in 2019.,"Updated June 7, 2021 | Created June 3, 2021",https://open.africa/dataset/state-of-global-air-2020
"Broken Promises: The Failure of the Highveld Priority Area
Updated June 1, 2021 | Created May 31, 2021
Centre for Environmental Rights",https://open.africa/dataset/total-costs-allocated-to-individual-eskom-power-stations-south-africa-2017,Centre for Environmental Rights,https://open.africa/organization/centre-for-environ-rights?sort=metadata_modified+desc,The dataset shows the health impact and total costs allocated to individual Eskom Power Stations in South Africa in the year 2017. The data shows how coal-fired power stations...,"Updated June 1, 2021 | Created May 31, 2021",https://open.africa/dataset/total-costs-allocated-to-individual-eskom-power-stations-south-africa-2017
"Evolution of the water level of Lake Tanganyika
Updated May 31, 2021 | Created May 20, 2021
Counter-Trafficking Data Collaborative",https://open.africa/dataset/evolution-du-niveau-des-eaux-du-lac-tanganyika,Counter-Trafficking Data Collaborative,https://open.africa/organization/counter-trafficking-data-collaborative?sort=metadata_modified+desc,Evolution of the water level of Lake Tanganyika for the last 10 years.,"Updated May 31, 2021 | Created May 20, 2021",https://open.africa/dataset/evolution-du-niveau-des-eaux-du-lac-tanganyika
"Kano Operational Ward Boundaries
Updated May 31, 2021 | Created May 26, 2021
GRID 3 Nigeria",https://open.africa/dataset/kano-operatio-ward-boundaries,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,"Administrative Boundaries define the spatial extent level of legislative jurisdictions and regulatory, electoral statistical and maritime geographic areas","Updated May 31, 2021 | Created May 26, 2021",https://open.africa/dataset/kano-operatio-ward-boundaries
"Kano Built-Up Areas
Updated May 26, 2021 | Created May 26, 2021
GRID 3 Nigeria",https://open.africa/dataset/kano-built-areas,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,Built-up Areas (BUA) are Settlements with 100 buildings or more having accessibilities to modern facilities. The Built-up area polygon features extraction by Oak Ridge National...,"Updated May 26, 2021 | Created May 26, 2021",https://open.africa/dataset/kano-built-areas
"Kano Local Government Administrative Boundaries
Updated May 26, 2021 | Created May 26, 2021
GRID 3 Nigeria",https://open.africa/dataset/kano-local-govern-administrative-boundaries,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,"Administrative Boundaries define the spatial extent level of legislative jurisdictions and regulatory, electoral statistical and maritime geographic areas","Updated May 26, 2021 | Created May 26, 2021",https://open.africa/dataset/kano-local-govern-administrative-boundaries
"Environmental Investigation Agency of Wildlife Trafficking Seizures in East A...
Updated May 26, 2021 | Created April 20, 2021
Environmental Investigation Agency",https://open.africa/dataset/environmental-investigation-agency-of-wildlife-trafficking-seizures-in-east-africa-2010-2020,Environmental Investigation Agency,https://open.africa/organization/environmental-investigation-agency?sort=metadata_modified+desc,This is data collected by the Environmental Investigation Agency on Wildlife Trafficking Seizures in Africa through the years 2010 to 2020. This data has been divided into the...,"Updated May 26, 2021 | Created April 20, 2021",https://open.africa/dataset/environmental-investigation-agency-of-wildlife-trafficking-seizures-in-east-africa-2010-2020
"Illegal wildlife trafficking statistics in Uganda
Updated May 26, 2021 | Created May 26, 2021
Ministry of Tourism, Wildlife and Antiquities",https://open.africa/dataset/illegal-wildlife-trafficking-statistics-in-uganda,"Ministry of Tourism, Wildlife and Antiquities",https://open.africa/organization/ministry-of-tourism-wildlife-and-antiquities?sort=metadata_modified+desc,Effects of Covid-19 lockdown on illegal wildlife trafficking in Uganda. A comparison of March to December 2019 and 2020 data.,"Updated May 26, 2021 | Created May 26, 2021",https://open.africa/dataset/illegal-wildlife-trafficking-statistics-in-uganda
"Sustainable Intensification of the Pig Value Chain in Uganda-for improved liv...
Updated May 26, 2021 | Created August 20, 2019
ILRI",https://open.africa/dataset/uganda-pig-genetic,ILRI,https://open.africa/organization/ilri?sort=metadata_modified+desc,The project’s specific objective is to increase the productivity and profitability of Uganda smallholder pig enterprises through identifying the most appropriate pig breed-...,"Updated May 26, 2021 | Created August 20, 2019",https://open.africa/dataset/uganda-pig-genetic
